a_au,e,i_deg,node_deg,peri_deg,mean_anomaly_deg
2.4163,0.0494,6.014,265.50,98.27,321.17
2.4163,0.1707,5.198,90.69,166.88,316.75
2.4165,0.1649,15.211,341.99,184.02,122.27
2.4166,0.1339,11.851,181.44,170.13,35.54
2.4168,0.0879,10.165,301.86,164.09,92.08
2.4168,0.1193,7.172,219.60,81.64,45.08
2.4169,0.0513,5.670,235.44,103.44,51.93
2.4172,0.2379,13.132,70.38,40.89,123.21
2.4173,0.1760,5.794,193.75,344.58,311.72
2.4173,0.0967,9.876,35.25,327.40,216.59
2.4173,0.1992,3.681,41.11,65.33,167.65
2.4174,0.1701,2.735,239.48,13.35,349.00
2.4176,0.1848,8.449,308.76,84.05,258.33
2.4177,0.0844,15.048,59.31,264.22,225.61
2.4179,0.1321,9.187,343.82,197.04,275.90
2.4180,0.2126,16.419,340.84,296.30,230.74
2.4183,0.0788,4.757,183.35,215.62,74.93
2.4186,0.0879,6.739,252.49,226.20,122.55
2.4187,0.0259,12.890,229.70,12.97,189.81
2.4191,0.2956,21.744,13.60,91.69,194.59
2.4193,0.0848,5.480,16.53,174.95,92.66
2.4194,0.2609,21.245,15.87,195.77,289.30
2.4194,0.0625,14.790,118.14,232.44,52.74
2.4199,0.1487,15.058,87.91,298.56,253.73
2.4200,0.2525,16.268,7.58,65.87,212.36
2.4201,0.1362,9.381,75.42,209.13,315.28
2.4205,0.0413,14.819,269.55,195.66,0.42
2.4205,0.1192,11.668,299.63,84.41,133.00
2.4206,0.1196,7.088,141.35,89.87,346.32
2.4207,0.1181,10.457,270.32,197.41,79.17
2.4207,0.1690,9.648,58.06,329.70,111.99
2.4209,0.2375,2.853,19.20,176.93,5.96
2.4209,0.1188,7.194,246.27,276.03,358.55
2.4209,0.0753,9.926,158.99,173.67,33.18
2.4210,0.1516,8.503,141.26,135.81,49.13
2.4211,0.2492,8.600,18.06,327.62,201.06
2.4211,0.0454,9.888,26.87,264.22,261.89
2.4212,0.2062,22.766,139.27,98.59,55.54
2.4213,0.1136,12.435,74.89,257.10,279.90
2.4213,0.1436,21.802,43.45,301.14,107.73
2.4215,0.0382,9.312,177.01,60.57,157.55
2.4216,0.3006,14.656,106.77,36.04,114.41
2.4217,0.3438,2.891,60.47,96.91,175.57
2.4217,0.1889,12.011,166.07,310.34,11.12
2.4219,0.0212,6.549,300.71,17.96,82.42
2.4220,0.3439,11.751,5.69,7.22,346.03
2.4220,0.1240,14.233,175.21,51.65,3.84
2.4221,0.2184,12.283,187.66,213.74,123.10
2.4221,0.1850,11.078,187.64,191.13,277.77
2.4225,0.0921,7.235,70.95,148.21,283.56
2.4225,0.2219,2.846,65.50,257.88,98.19
2.4225,0.1071,15.351,152.49,53.33,299.29
2.4225,0.0365,4.558,267.70,136.10,247.83
2.4226,0.1962,6.410,152.72,203.38,354.73
2.4226,0.1757,18.925,88.02,218.50,290.79
2.4227,0.0475,12.622,309.24,150.55,180.08
2.4227,0.1030,13.527,248.87,163.58,253.60
2.4229,0.1800,4.579,175.61,305.37,358.59
2.4230,0.1769,7.436,3.05,231.44,145.98
2.4230,0.1714,16.587,23.60,31.83,359.02
2.4232,0.1617,3.374,3.94,267.17,62.88
2.4232,0.1376,3.006,259.16,33.83,169.48
2.4236,0.1238,17.438,39.64,314.58,356.59
2.4236,0.1118,18.545,338.49,116.14,246.80
2.4237,0.1385,23.562,177.26,3.90,97.84
2.4238,0.0665,17.711,292.25,193.96,249.89
2.4239,0.2594,17.545,225.18,262.65,136.49
2.4240,0.0939,8.628,323.95,70.92,283.42
2.4240,0.0383,7.107,199.38,308.49,243.48
2.4240,0.1688,12.088,271.67,43.87,307.52
2.4242,0.1767,3.395,106.33,32.25,220.37
2.4244,0.2007,17.222,242.38,298.80,260.61
2.4244,0.0661,27.202,239.08,134.98,3.51
2.4245,0.2695,10.848,253.38,126.73,1.50
2.4246,0.1332,13.513,240.45,216.36,84.98
2.4247,0.2882,20.275,95.68,282.38,93.99
2.4248,0.0797,14.260,347.65,101.49,195.97
2.4248,0.0772,3.449,283.84,345.16,177.48
2.4250,0.1733,6.209,135.49,113.26,258.87
2.4251,0.2503,12.177,7.63,277.67,315.31
2.4252,0.1751,14.996,6.22,330.34,219.14
2.4253,0.3073,9.258,246.48,354.10,166.75
2.4254,0.1502,13.979,316.11,128.61,58.12
2.4254,0.1180,14.764,288.44,168.90,328.30
2.4256,0.1239,26.225,305.99,359.16,201.47
2.4259,0.0525,13.442,270.21,116.58,32.13
2.4261,0.0510,3.177,108.28,34.84,125.21
2.4261,0.0755,7.200,233.79,116.38,90.26
2.4262,0.2767,7.262,247.07,353.66,163.29
2.4264,0.1352,5.052,340.87,92.37,154.34
2.4264,0.0542,7.168,271.44,15.20,278.97
2.4265,0.0118,18.921,313.85,191.46,161.37
2.4265,0.0455,19.110,281.47,94.08,325.98
2.4266,0.1679,7.869,27.86,43.39,253.13
2.4267,0.1365,8.054,103.06,351.76,160.85
2.4269,0.1923,18.673,320.64,358.21,178.07
2.4270,0.1602,2.980,188.16,68.06,285.57
2.4270,0.0394,7.060,4.54,101.38,92.42
2.4270,0.0335,5.991,301.87,200.46,285.47
2.4270,0.1804,27.060,281.18,19.64,5.92
2.4273,0.1863,11.136,195.04,257.07,311.64
2.4276,0.0369,10.322,202.48,193.98,303.56
2.4276,0.0835,3.422,120.72,216.98,202.08
2.4276,0.0867,9.090,348.65,158.21,242.29
2.4278,0.1276,16.906,130.81,119.92,194.22
2.4279,0.1352,16.633,213.54,24.07,315.44
2.4280,0.0816,4.794,11.05,200.97,179.49
2.4280,0.1527,25.394,61.71,102.80,97.72
2.4283,0.1886,5.161,257.44,16.36,170.64
2.4288,0.1018,12.736,93.48,106.33,320.37
2.4288,0.0908,8.293,272.57,110.26,270.10
2.4289,0.1181,11.599,126.14,39.68,270.88
2.4291,0.1141,5.392,216.64,342.64,46.35
2.4292,0.1870,10.079,186.51,274.03,78.29
2.4292,0.1730,16.846,343.58,52.55,258.03
2.4293,0.2404,3.758,90.87,344.06,32.27
2.4297,0.0831,2.826,324.45,72.49,315.51
2.4297,0.1015,11.688,328.59,325.35,169.45
2.4298,0.1508,6.071,273.38,9.36,301.57
2.4298,0.2859,4.117,355.69,184.22,154.91
2.4299,0.1253,12.317,314.85,174.63,31.48
2.4299,0.2481,14.728,138.29,36.03,240.13
2.4299,0.0700,1.929,2.59,47.52,121.03
2.4300,0.1742,2.495,219.03,55.83,208.66
2.4307,0.0649,8.402,48.59,298.05,11.87
2.4309,0.0768,13.172,150.06,113.87,223.83
2.4310,0.1540,17.326,202.45,32.24,294.10
2.4311,0.1706,22.433,24.97,46.23,0.03
2.4311,0.0606,10.422,240.41,359.48,180.30
2.4316,0.0749,10.549,224.26,119.12,52.27
2.4316,0.2079,3.347,119.57,159.77,335.00
2.4324,0.2807,8.412,298.48,336.56,35.22
2.4327,0.3166,8.298,37.91,192.14,124.54
2.4327,0.1775,21.340,42.86,110.84,333.07
2.4329,0.0918,17.024,289.34,226.27,191.20
2.4330,0.1607,4.938,5.72,358.30,225.64
2.4333,0.1806,14.881,1.69,270.30,172.16
2.4333,0.0986,19.940,262.56,330.78,290.07
2.4335,0.0513,8.742,195.14,31.27,183.99
2.4338,0.1477,4.178,28.02,6.00,35.61
2.4338,0.1313,14.441,228.47,325.59,174.37
2.4340,0.1582,11.926,160.17,123.80,183.58
2.4341,0.0655,6.952,279.76,305.50,46.91
2.4341,0.0142,18.931,155.72,5.13,210.40
2.4342,0.0949,9.922,299.27,199.82,104.50
2.4342,0.1147,3.264,193.95,318.97,78.81
2.4343,0.1648,16.064,299.42,159.37,113.43
2.4344,0.2202,15.161,119.86,63.55,217.88
2.4345,0.1524,13.288,171.62,257.11,333.61
2.4346,0.1299,12.534,355.82,314.57,175.80
2.4348,0.1640,10.601,9.59,38.71,328.79
2.4348,0.1780,12.197,264.97,120.85,89.12
2.4350,0.3041,4.670,191.32,167.48,155.59
2.4352,0.0333,9.062,140.85,115.00,192.43
2.4352,0.0982,9.540,15.55,128.69,21.75
2.4355,0.1185,13.379,148.87,345.11,72.63
2.4359,0.1193,19.984,102.56,201.10,207.71
2.4360,0.0366,9.656,212.59,147.91,44.12
2.4361,0.2746,11.475,253.89,197.18,32.43
2.4361,0.1262,6.896,255.34,20.16,89.75
2.4362,0.0527,6.814,190.48,277.03,90.09
2.4365,0.0429,5.414,109.26,19.09,172.91
2.4368,0.1430,13.720,112.32,281.03,331.68
2.4368,0.2250,19.810,229.61,99.69,210.55
2.4371,0.1901,15.670,245.34,189.74,181.96
2.4371,0.1236,17.415,222.11,291.44,57.25
2.4372,0.0717,9.223,281.66,325.42,286.71
2.4374,0.2509,9.222,311.97,3.46,77.54
2.4375,0.0474,8.216,82.67,283.61,153.83
2.4385,0.0656,7.321,75.03,137.35,263.58
2.4385,0.1831,15.757,345.77,317.70,178.52
2.4386,0.1463,14.756,191.58,91.55,328.11
2.4388,0.1332,3.174,334.26,260.21,87.24
2.4388,0.1578,16.328,131.01,323.72,84.72
2.4388,0.1252,16.890,302.91,65.74,50.99
2.4389,0.0358,4.693,42.42,115.68,41.84
2.4390,0.0430,4.905,347.29,299.74,59.24
2.4392,0.0734,17.215,297.88,335.08,306.97
2.4392,0.1180,7.684,183.22,177.61,163.29
2.4393,0.1693,9.107,85.05,148.41,320.56
2.4394,0.0788,6.523,106.71,320.48,295.78
2.4394,0.2688,5.591,334.85,85.33,350.10
2.4395,0.0491,7.720,55.25,256.83,240.46
2.4396,0.2424,0.913,64.59,150.39,293.01
2.4400,0.1855,14.662,159.85,9.45,222.24
2.4400,0.1387,16.104,334.75,190.11,179.41
2.4401,0.0330,10.184,44.32,201.22,217.51
2.4402,0.1368,15.191,295.81,309.40,244.80
2.4402,0.3139,6.603,25.04,89.82,163.96
2.4403,0.2174,3.079,155.05,240.74,55.58
2.4404,0.2370,5.357,120.24,319.84,155.82
2.4404,0.0801,14.730,134.73,81.19,94.97
2.4405,0.1021,5.791,235.43,344.96,198.08
2.4405,0.2222,9.152,78.81,237.17,285.50
2.4407,0.1961,19.734,297.94,207.95,344.19
2.4409,0.1990,2.792,213.40,40.59,38.23
2.4411,0.1202,6.198,192.42,200.21,5.71
2.4411,0.1751,13.585,231.56,214.41,282.90
2.4412,0.1404,8.882,300.74,287.28,76.14
2.4412,0.0468,11.533,311.91,66.64,142.62
2.4413,0.2499,13.461,174.04,121.80,83.16
2.4414,0.1300,21.311,180.37,20.12,304.34
2.4415,0.1124,23.843,136.46,4.70,161.74
2.4419,0.0967,12.587,147.85,243.43,58.00
2.4419,0.1265,6.874,112.68,208.47,165.66
2.4420,0.1714,8.103,322.95,176.89,9.39
2.4421,0.0585,2.142,336.00,52.43,350.19
2.4424,0.1399,15.731,145.47,152.53,5.63
2.4427,0.3134,11.932,284.83,124.62,165.53
2.4428,0.1618,25.062,8.11,41.75,292.69
2.4428,0.0769,6.072,292.05,235.71,103.23
2.4429,0.1071,17.752,196.00,256.74,257.32
2.4429,0.1451,13.274,61.85,33.39,151.00
2.4431,0.2599,5.618,248.91,301.13,224.27
2.4431,0.1121,16.529,182.60,118.47,102.98
2.4432,0.1090,10.878,227.75,314.30,272.26
2.4435,0.0479,15.325,345.70,271.51,356.73
2.4435,0.2468,8.364,100.93,27.79,190.43
2.4436,0.0286,14.972,142.86,183.17,197.72
2.4437,0.1452,19.473,49.67,214.23,131.98
2.4440,0.2810,11.157,217.78,153.31,97.95
2.4440,0.0837,4.248,23.69,248.99,191.41
2.4442,0.2219,8.620,198.54,47.97,301.26
2.4443,0.1800,24.055,322.90,223.62,70.16
2.4445,0.0703,7.448,181.12,170.27,21.13
2.4447,0.1950,3.933,35.97,3.59,93.70
2.4448,0.0520,6.269,284.14,276.49,155.22
2.4451,0.0890,16.176,92.07,293.54,5.93
2.4451,0.1407,20.808,257.41,199.33,233.86
2.4451,0.2196,6.484,95.90,131.52,192.51
2.4453,0.2225,17.911,191.47,101.17,82.36
2.4454,0.0391,11.444,22.79,20.82,174.19
2.4454,0.2253,6.417,215.27,115.13,94.37
2.4454,0.0133,13.771,47.98,346.56,240.55
2.4454,0.1993,10.128,4.80,243.36,7.23
2.4454,0.1014,9.918,177.18,4.68,79.13
2.4457,0.0908,13.926,171.87,219.30,228.04
2.4460,0.2272,7.572,311.60,51.60,89.36
2.4461,0.0725,4.732,296.94,73.64,186.73
2.4461,0.2169,6.480,210.83,349.39,39.93
2.4463,0.2524,3.430,101.20,122.18,125.80
2.4464,0.0251,3.717,9.08,356.77,227.34
2.4465,0.1130,4.547,311.01,209.86,18.75
2.4466,0.2238,1.729,94.27,101.23,2.93
2.4467,0.1033,15.824,235.54,272.89,16.15
2.4468,0.1732,3.864,195.57,152.98,82.25
2.4468,0.1022,10.262,193.97,176.99,79.86
2.4469,0.1396,6.788,151.65,227.83,351.25
2.4469,0.0497,6.509,180.30,285.99,239.35
2.4471,0.0889,8.839,0.91,169.20,324.91
2.4472,0.1031,9.504,83.79,237.17,224.16
2.4473,0.2060,4.642,322.69,7.50,220.43
2.4477,0.0594,7.304,52.99,124.78,72.52
2.4479,0.1092,13.221,9.14,356.25,266.11
2.4482,0.1122,19.580,46.08,54.05,56.19
2.4482,0.0039,22.425,358.36,299.73,195.11
2.4485,0.0273,17.749,240.39,289.97,156.29
2.4487,0.1450,11.426,202.14,34.22,187.36
2.4489,0.0626,18.523,186.24,193.07,354.50
2.4489,0.0290,22.933,77.28,236.56,270.92
2.4495,0.0944,5.140,296.51,161.13,205.42
2.4495,0.0813,16.560,147.48,212.10,355.32
2.4500,0.0171,11.418,320.29,277.26,192.99
2.4500,0.1630,8.290,152.67,328.53,232.23
2.4501,0.0819,9.408,32.93,168.66,13.57
2.4501,0.1313,6.455,87.36,135.21,162.06
2.4502,0.0592,24.897,332.04,358.45,74.84
2.4503,0.0473,9.566,120.93,94.15,299.82
2.4504,0.0942,27.966,357.03,203.02,45.82
2.4504,0.1835,8.902,275.28,193.48,305.54
2.4505,0.1302,9.748,104.62,309.40,241.30
2.4508,0.1034,9.589,267.32,151.16,308.81
2.4508,0.0393,19.367,186.73,202.71,204.97
2.4509,0.0898,16.478,151.42,35.63,121.46
2.4512,0.0143,17.744,231.15,212.91,94.21
2.4514,0.0538,0.973,208.22,5.75,357.29
2.4515,0.0688,11.282,149.01,37.24,322.34
2.4518,0.2191,13.056,329.73,22.08,247.35
2.4518,0.1245,6.873,230.07,182.81,268.59
2.4518,0.0487,5.880,208.67,77.94,284.92
2.4524,0.1875,25.602,265.99,247.13,98.63
2.4526,0.0778,10.695,321.71,334.77,111.36
2.4526,0.2283,6.646,124.46,16.58,190.66
2.4528,0.1529,5.694,175.95,162.86,232.06
2.4528,0.1442,19.634,196.48,251.56,149.42
2.4530,0.0170,11.518,266.35,269.61,194.56
2.4531,0.1267,17.211,57.06,350.79,206.84
2.4531,0.1209,6.468,316.77,197.52,239.66
2.4532,0.1057,20.131,334.88,257.85,232.98
2.4535,0.1686,20.609,54.36,306.49,352.42
2.4535,0.1919,7.508,51.36,46.26,188.60
2.4544,0.1552,20.477,137.12,353.24,89.85
2.4546,0.1768,12.229,350.35,332.26,124.55
2.4549,0.1138,16.976,2.55,92.72,347.41
2.4551,0.0930,6.537,215.53,42.28,286.05
2.4552,0.1232,4.095,3.37,167.03,79.42
2.4552,0.2000,2.891,238.47,24.53,163.93
2.4554,0.1415,8.924,346.74,142.03,179.50
2.4557,0.1039,3.630,59.68,65.79,123.20
2.4560,0.1529,8.049,145.59,99.34,266.97
2.4561,0.1351,12.716,76.40,75.06,228.87
2.4562,0.1727,6.960,68.45,278.37,101.26
2.4565,0.1027,7.892,7.35,265.71,198.38
2.4566,0.1364,10.367,226.99,53.69,39.49
2.4567,0.1031,7.952,220.52,81.03,257.99
2.4567,0.1001,12.855,339.68,294.42,275.68
2.4569,0.1351,11.698,11.42,129.96,109.50
2.4576,0.1168,8.196,72.01,17.43,50.59
2.4577,0.1739,7.636,167.34,150.65,118.53
2.4578,0.0207,2.329,182.33,243.43,211.09
2.4579,0.0769,9.605,281.79,356.88,295.74
2.4581,0.1669,9.948,156.03,226.31,10.77
2.4581,0.1971,5.573,233.89,48.18,217.76
2.4588,0.1223,3.145,72.45,184.83,175.75
2.4588,0.1505,10.343,299.43,102.94,217.49
2.4588,0.0859,11.730,156.93,164.18,145.16
2.4588,0.1041,13.891,289.14,165.36,35.38
2.4590,0.2311,13.118,193.57,131.60,113.51
2.4590,0.0440,8.620,254.85,317.46,222.35
2.4591,0.1054,10.745,203.03,128.08,307.64
2.4592,0.0335,1.400,274.01,238.44,39.22
2.4592,0.0476,25.150,86.80,44.09,154.38
2.4594,0.1588,21.682,36.54,31.93,151.74
2.4594,0.0929,13.579,323.70,251.87,345.13
2.4596,0.0512,6.398,46.60,340.43,163.33
2.4601,0.2350,10.501,172.45,318.33,192.42
2.4602,0.0580,16.308,233.34,138.03,30.85
2.4605,0.1831,9.410,288.73,310.07,113.02
2.4610,0.2473,9.916,298.02,161.85,259.97
2.4613,0.1362,17.998,102.41,55.83,90.98
2.4613,0.0924,3.069,60.21,53.78,215.03
2.4616,0.1811,7.370,330.38,201.92,142.70
2.4616,0.2015,9.562,296.61,119.58,96.86
2.4617,0.1455,9.784,199.25,254.84,82.33
2.4619,0.1787,8.370,308.76,227.74,120.40
2.4621,0.2104,5.805,247.70,226.26,100.78
2.4623,0.2577,7.901,299.04,35.92,300.33
2.4624,0.1575,6.417,216.98,350.08,123.77
2.4626,0.1152,9.471,1.15,59.10,176.72
2.4627,0.0580,7.235,173.69,259.45,185.97
2.4629,0.1055,9.850,258.93,272.91,356.78
2.4629,0.0821,13.772,53.32,291.71,17.99
2.4633,0.3296,17.495,184.81,3.75,247.98
2.4633,0.0730,9.914,148.38,129.69,238.86
2.4633,0.0275,15.776,180.91,294.27,244.73
2.4633,0.1215,13.428,108.23,288.45,243.80
2.4633,0.2142,14.638,13.92,158.83,185.15
2.4635,0.0260,4.596,260.08,148.13,66.85
2.4639,0.1129,1.731,274.47,325.89,269.45
2.4640,0.2729,11.356,109.74,348.60,178.83
2.4640,0.1223,8.288,61.36,237.85,0.29
2.4651,0.1693,13.116,298.72,29.47,168.28
2.4652,0.2208,8.487,173.41,342.92,136.89
2.4653,0.1885,17.778,43.64,190.79,343.72
2.4658,0.2152,10.508,37.67,173.62,60.36
2.4660,0.1408,15.508,356.86,126.32,18.81
2.4661,0.1495,13.505,206.96,329.58,334.97
2.4661,0.1919,7.353,82.96,94.40,205.64
2.4661,0.2591,16.899,148.21,346.35,314.13
2.4662,0.0694,12.676,329.30,168.11,308.70
2.4666,0.2238,9.964,128.29,35.41,256.69
2.4666,0.0941,0.681,253.37,353.24,154.86
2.4669,0.0138,15.629,161.92,172.67,193.31
2.4671,0.1441,3.126,181.68,316.39,78.62
2.4672,0.0308,7.870,350.58,49.64,164.81
2.4673,0.2079,5.013,322.14,143.47,307.65
2.4673,0.0563,10.285,353.96,268.38,245.19
2.4674,0.1321,15.695,166.58,318.71,339.00
2.4675,0.1260,12.381,212.21,52.70,263.72
2.4680,0.1868,13.073,320.74,102.67,79.19
2.4681,0.1030,23.891,241.75,172.04,81.46
2.4682,0.1795,11.957,302.32,43.48,198.18
2.4682,0.1429,7.308,252.05,208.06,337.14
2.4689,0.0628,13.132,107.15,228.42,295.85
2.4689,0.1222,11.970,219.03,294.28,296.98
2.4691,0.1812,17.740,353.29,277.04,179.58
2.4693,0.0993,23.161,359.09,35.59,321.52
2.4694,0.2475,6.236,225.16,274.43,169.37
2.4695,0.1015,16.846,121.78,161.48,282.75
2.4696,0.0645,8.074,128.85,154.40,278.37
2.4697,0.2399,10.926,42.62,6.44,52.44
2.4703,0.1942,12.964,246.79,307.47,312.32
2.4706,0.2603,9.605,339.26,13.10,47.41
2.4707,0.1133,9.529,348.41,257.82,114.67
2.4709,0.1477,11.602,131.06,291.01,338.43
2.4711,0.1102,7.721,133.54,104.34,181.74
2.4714,0.1252,9.048,280.59,56.22,208.31
2.4714,0.1230,16.742,312.85,55.37,141.28
2.4721,0.0449,4.837,119.25,311.66,18.51
2.4723,0.0746,7.240,82.38,117.68,259.85
2.4723,0.1317,18.851,9.12,240.67,89.90
2.4726,0.1377,7.177,282.99,263.60,358.04
2.4728,0.1680,20.355,69.03,280.71,266.22
2.4735,0.1754,17.956,17.17,240.83,53.88
2.4735,0.1348,12.456,29.87,167.93,250.88
2.4740,0.1829,21.493,64.28,193.90,304.01
2.4743,0.0350,8.913,292.77,38.14,357.60
2.4747,0.1766,7.773,302.32,72.72,129.74
2.4750,0.1738,9.249,72.81,270.49,222.80
2.4752,0.1272,3.140,308.41,287.51,265.48
2.4752,0.1064,14.881,276.21,106.29,162.01
2.4759,0.2248,15.223,178.92,68.67,274.76
2.4761,0.1359,7.355,96.32,278.45,237.85
2.4762,0.2293,17.906,245.11,176.88,186.68
2.4764,0.1619,19.396,250.77,156.43,28.18
2.4764,0.1280,10.568,278.69,291.51,276.13
2.4765,0.0729,4.875,14.79,278.53,315.30
2.4767,0.1443,13.143,251.54,147.42,235.85
2.4777,0.0335,5.112,295.77,37.04,17.56
2.4779,0.2674,12.662,226.60,223.41,314.88
2.4789,0.0882,14.834,32.49,222.94,276.68
2.4792,0.0623,20.140,176.25,19.42,282.23
2.4795,0.2143,9.630,71.46,46.02,127.94
2.4796,0.0622,9.774,149.15,266.54,195.63
2.4798,0.2766,8.031,58.55,146.97,55.03
2.4798,0.1559,10.749,237.83,144.39,72.98
2.4800,0.0887,11.993,92.99,107.74,278.50
2.4804,0.1902,7.192,101.96,90.43,167.21
2.4809,0.1274,17.799,91.80,320.85,54.78
2.4812,0.2335,6.127,238.02,266.00,70.30
2.4813,0.0663,7.129,112.53,237.59,195.71
2.4822,0.2704,14.680,235.76,52.62,164.39
2.4824,0.0743,3.934,53.50,247.41,46.22
2.4827,0.1131,4.530,357.75,334.57,103.75
2.4828,0.0748,9.036,301.81,285.07,16.14
2.4830,0.1644,17.362,250.39,269.99,230.17
2.4830,0.0270,5.837,346.63,13.25,124.29
2.4840,0.0962,8.036,42.22,340.91,241.69
2.4842,0.2992,10.373,120.33,36.32,326.01
2.4843,0.2216,2.426,248.27,95.95,62.79
2.4847,0.1115,9.212,174.71,286.44,148.97
2.4851,0.0437,11.996,49.24,220.42,81.19
2.4854,0.0631,14.612,71.28,262.84,187.81
2.4854,0.1402,9.408,90.44,233.35,265.21
2.4858,0.3207,4.879,82.51,47.68,154.73
2.4865,0.0833,15.189,306.80,282.34,199.67
2.4870,0.1772,15.256,266.47,110.69,352.04
2.4871,0.1542,3.116,69.60,240.62,279.99
2.4872,0.1141,7.764,129.47,32.13,295.99
2.4883,0.3144,13.939,96.79,228.23,141.74
2.4885,0.2308,15.802,178.82,327.72,331.43
2.4889,0.1067,10.228,288.36,244.56,58.03
2.4890,0.1711,10.935,216.88,163.86,56.85
2.4891,0.2231,17.159,66.43,295.33,342.76
2.4893,0.1539,12.266,15.08,309.44,280.51
2.4920,0.0746,16.468,285.00,194.40,110.86
2.4935,0.2298,14.030,28.64,51.09,279.75
2.4946,0.0718,6.232,107.75,330.52,277.92
2.4967,0.1158,3.325,353.26,43.38,264.51
2.4967,0.1655,5.448,78.14,61.92,111.11
2.4997,0.0776,8.079,29.09,142.30,231.97
2.5014,0.0648,5.835,168.92,262.41,327.52
2.5041,0.1356,7.464,26.79,102.54,14.77
2.5078,0.1621,16.999,100.44,146.16,229.24
2.5110,0.2899,5.735,245.41,124.69,207.86
2.5127,0.0236,25.526,116.73,215.54,62.79
2.5131,0.3105,26.947,223.22,260.22,149.18
2.5131,0.1939,6.674,195.93,137.36,189.39
2.5138,0.1358,6.484,92.68,99.21,97.89
2.5146,0.1105,8.033,234.11,349.71,26.14
2.5157,0.1132,15.580,44.63,162.78,286.73
2.5162,0.0717,25.604,82.72,32.68,135.11
2.5165,0.1916,12.563,303.45,268.14,61.99
2.5170,0.0299,26.580,35.95,249.61,46.25
2.5170,0.1360,3.136,133.43,199.08,251.05
2.5170,0.0314,13.855,50.25,57.64,21.02
2.5180,0.0592,16.060,125.49,227.08,357.69
2.5180,0.1651,8.694,31.50,24.61,189.56
2.5184,0.1396,11.180,54.81,54.13,202.36
2.5189,0.1871,6.750,104.40,217.60,45.94
2.5193,0.1682,15.006,14.31,88.86,338.17
2.5194,0.1444,14.324,58.46,348.27,126.43
2.5194,0.0561,13.558,226.10,20.37,187.19
2.5196,0.1214,10.785,311.18,21.01,86.98
2.5199,0.1725,9.315,5.83,280.24,86.40
2.5199,0.2295,6.100,349.93,29.65,74.10
2.5199,0.0965,6.835,267.91,253.69,346.93
2.5204,0.1115,7.550,327.20,254.39,327.93
2.5209,0.2646,6.711,249.58,212.45,234.17
2.5222,0.2672,12.870,70.23,135.36,238.60
2.5227,0.1088,15.647,278.71,266.10,343.16
2.5235,0.0600,9.202,300.04,327.84,215.00
2.5238,0.1371,6.642,334.52,337.78,42.55
2.5240,0.0692,8.707,355.55,314.48,20.19
2.5241,0.0259,10.996,339.87,215.28,309.70
2.5242,0.1045,4.177,315.48,243.70,323.68
2.5245,0.0989,3.023,352.40,2.53,242.32
2.5253,0.1160,16.857,236.47,66.83,48.89
2.5255,0.0972,13.160,78.26,16.58,33.15
2.5259,0.0322,1.270,152.82,31.59,107.72
2.5266,0.3148,3.300,263.60,155.43,358.79
2.5269,0.0380,19.667,341.06,146.75,279.39
2.5270,0.1482,5.430,43.76,222.34,68.44
2.5270,0.1400,7.882,318.22,312.41,354.31
2.5271,0.1374,9.596,171.75,70.77,114.85
2.5271,0.1430,9.727,291.97,1.73,250.27
2.5272,0.2094,1.332,52.59,26.32,135.87
2.5276,0.0345,9.517,92.57,130.22,313.32
2.5277,0.1229,13.367,329.73,279.03,275.40
2.5280,0.0367,10.685,6.13,14.46,318.82
2.5283,0.1706,2.803,276.97,236.34,146.15
2.5283,0.3110,23.238,118.63,248.22,224.91
2.5285,0.1310,5.682,147.01,84.13,160.71
2.5286,0.1447,3.157,271.07,190.28,176.23
2.5286,0.1723,7.118,82.49,250.63,132.22
2.5298,0.0506,10.852,226.71,330.58,275.65
2.5298,0.1683,9.948,132.50,111.68,306.15
2.5299,0.1360,3.830,261.80,41.94,284.45
2.5300,0.0581,6.926,206.44,2.69,70.21
2.5301,0.0959,7.945,64.90,55.00,252.87
2.5301,0.0513,15.752,288.64,258.60,30.61
2.5305,0.1349,11.397,126.54,348.03,144.30
2.5305,0.0344,10.019,188.77,221.30,292.51
2.5305,0.0690,9.789,348.78,235.16,153.26
2.5308,0.1367,12.517,280.12,357.39,54.21
2.5310,0.1583,12.034,245.46,7.16,77.24
2.5313,0.1389,12.883,6.74,290.75,329.98
2.5315,0.1658,6.762,120.06,38.53,109.05
2.5324,0.1273,16.052,302.89,94.31,203.45
2.5330,0.0858,4.215,312.98,193.53,148.44
2.5331,0.1906,11.610,278.01,269.83,309.43
2.5335,0.1075,9.589,271.02,161.95,15.58
2.5343,0.0368,14.489,282.37,112.27,41.04
2.5344,0.1743,7.225,160.68,182.49,180.63
2.5344,0.0266,16.502,126.06,201.70,335.91
2.5346,0.1683,5.765,357.72,2.44,256.33
2.5348,0.2050,11.664,7.78,284.47,88.53
2.5352,0.1701,8.010,52.15,336.40,78.19
2.5366,0.0504,18.453,118.57,2.69,335.78
2.5366,0.1121,7.648,91.07,135.65,42.78
2.5368,0.1603,8.683,138.21,52.70,295.22
2.5371,0.1434,5.985,255.83,288.10,331.37
2.5372,0.0373,1.905,254.01,195.43,312.95
2.5372,0.1140,6.884,130.95,86.56,72.57
2.5377,0.1564,12.478,316.78,317.09,139.95
2.5377,0.1942,15.577,23.35,287.61,250.03
2.5378,0.2859,5.606,119.26,327.01,157.73
